old_url,old_handle,old_title,redirects_to,mapping,redirect_live,redirect_live_target,matches_plan,deleted,old_collection_id
/collections/best-perfumes-under-50-aed,best-perfumes-under-50-aed,Best Perfumes under 50 AED,/collections/crazy-deals,mapped,yes,/collections/crazy-deals,yes,,gid://shopify/Collection/304084746353
/collections/best-rasasi-perfumes,best-rasasi-perfumes,Rasasi Perfumes,/collections/rasasi,mapped,yes,/collections/rasasi,yes,,gid://shopify/Collection/304075636849
/collections/best-selling,best-selling,Best Selling Perfumes Collection | Most Popular Fragrances Online at Fragrance Secrets,/collections/best-sellers,mapped,yes,/collections/best-sellers,yes,,gid://shopify/Collection/286249549937
/collections/billie-eilish-perfumes,billie-eilish-perfumes,Billie Eilish Perfumes Collection | Buy Original Billie Eilish Fragrances Online at Fragrance Secrets,/collections/billie-eilish,renamed,yes,/collections/billie-eilish,yes,,gid://shopify/Collection/287586222193
/collections/borntostandout-perfumes,borntostandout-perfumes,Borntostandout Perfumes Collection | Buy Original Borntostandout Fragrances Online at Fragrance Secrets,/collections/borntostandout,renamed,yes,/collections/borntostandout,yes,,gid://shopify/Collection/295129841777
/collections/buy-bath-body-works-japanese-cherry-blossom-shower-gel-with-asian-pear-cherry-blossom-jasmine-sandalwood-musk-vanilla-and-amber,buy-bath-body-works-japanese-cherry-blossom-shower-gel-with-asian-pear-cherry-blossom-jasmine-sandalwood-musk-vanilla-and-amber,"Buy Bath & Body Works Japanese Cherry Blossom Shower Gel with Asian pear, cherry blossom, jasmine, sandalwood, musk, vanilla and amber.",/collections/all,none,yes,/collections/all,yes,,gid://shopify/Collection/310173728881
/collections/buy-bath-body-works-sweet-pea-shower-gel-with-sweet-pea-watery-pear-freesia-raspberry-and-soft-musk-for-a-fresh-floral-body-care-experience,buy-bath-body-works-sweet-pea-shower-gel-with-sweet-pea-watery-pear-freesia-raspberry-and-soft-musk-for-a-fresh-floral-body-care-experience,"Buy Bath & Body Works Sweet Pea Shower Gel with sweet pea, watery pear, freesia, raspberry and soft musk for a fresh floral body care experience.",/collections/all,none,yes,/collections/all,yes,,gid://shopify/Collection/310173827185
/collections/buy-dumont-nitro-red-edp-100ml-for-men-with-bergamot-lavender-apple-watermelon-cedarwood-sandalwood-and-amber-shop-now-at-fragrance-secrets,buy-dumont-nitro-red-edp-100ml-for-men-with-bergamot-lavender-apple-watermelon-cedarwood-sandalwood-and-amber-shop-now-at-fragrance-secrets,"Buy Dumont Nitro Red EDP 100ML for Men with bergamot, lavender, apple, watermelon, cedarwood, sandalwood and amber. Shop now at Fragrance Secrets.",/collections/all,none,yes,/collections/all,yes,,gid://shopify/Collection/310288613489
/collections/buy-givenchy-amarige-edt-100ml-for-women-a-radiant-floral-fragrance-with-orange-blossom-peach-plum-tuberose-jasmine-vanilla-amber-and-musk,buy-givenchy-amarige-edt-100ml-for-women-a-radiant-floral-fragrance-with-orange-blossom-peach-plum-tuberose-jasmine-vanilla-amber-and-musk,"Buy Givenchy Amarige EDT 100ML for Women. A radiant floral fragrance with orange blossom, peach, plum, tuberose, jasmine, vanilla, amber and musk.",/collections/all,none,yes,/collections/all,yes,,gid://shopify/Collection/309422653553
/collections/buy-givenchy-ange-ou-demon-edp-100ml-for-women-a-floral-woody-fragrance-with-white-thyme-mandarin-saffron-lily-ylang-ylang-and-tonka-bean,buy-givenchy-ange-ou-demon-edp-100ml-for-women-a-floral-woody-fragrance-with-white-thyme-mandarin-saffron-lily-ylang-ylang-and-tonka-bean,"Buy Givenchy Ange Ou Demon EDP 100ML for Women. A floral woody fragrance with white thyme, mandarin, saffron, lily, ylang-ylang and tonka bean.",/collections/all,none,yes,/collections/all,yes,,gid://shopify/Collection/309420785777
/collections/buy-givenchy-dahlia-divin-edp-100ml-for-women-a-fruity-floral-fragrance-with-mirabelle-plum-jasmine-peach-rose-vanilla-sandalwood-and-musk,buy-givenchy-dahlia-divin-edp-100ml-for-women-a-fruity-floral-fragrance-with-mirabelle-plum-jasmine-peach-rose-vanilla-sandalwood-and-musk,"Buy Givenchy Dahlia Divin EDP 100ML for Women. A fruity floral fragrance with mirabelle plum, jasmine, peach, rose, vanilla, sandalwood and musk.",/collections/all,none,yes,/collections/all,yes,,gid://shopify/Collection/309418033265
/collections/buy-givenchy-gentleman-reserve-privee-edp-100ml-for-men-a-sophisticated-fragrance-with-bergamot-whisky-chestnut-orris-benzoin-cedarwood-and-vetiver,buy-givenchy-gentleman-reserve-privee-edp-100ml-for-men-a-sophisticated-fragrance-with-bergamot-whisky-chestnut-orris-benzoin-cedarwood-and-vetiver,"Buy Givenchy Gentleman Réserve Privée EDP 100ML for Men. A sophisticated fragrance with bergamot, whisky, chestnut, orris, benzoin, cedarwood and vetiver.",/collections/all,none,yes,/collections/all,yes,,gid://shopify/Collection/309422096497
/collections/buy-givenchy-hot-couture-2023-edp-100ml-for-women-a-fruity-floral-fragrance-with-blackcurrant-freesia-rose-of-mai-and-blond-wood-musk,buy-givenchy-hot-couture-2023-edp-100ml-for-women-a-fruity-floral-fragrance-with-blackcurrant-freesia-rose-of-mai-and-blond-wood-musk,"Buy Givenchy Hot Couture 2023 EDP 100ML for Women. A fruity floral fragrance with blackcurrant, freesia, Rose of Mai and blond wood musk.",/collections/all,none,yes,/collections/all,yes,,gid://shopify/Collection/309418524785
/collections/buy-givenchy-irresistible-rose-velvet-edp-80ml-for-women-a-rose-focused-fragrance-with-pink-pepper-blackcurrant-neroli-and-indonesian-patchouli,buy-givenchy-irresistible-rose-velvet-edp-80ml-for-women-a-rose-focused-fragrance-with-pink-pepper-blackcurrant-neroli-and-indonesian-patchouli,"Buy Givenchy Irresistible Rose Velvet EDP 80ML for Women. A rose-focused fragrance with pink pepper, blackcurrant, neroli and Indonesian patchouli.",/collections/all,none,yes,/collections/all,yes,,gid://shopify/Collection/309425799281
/collections/buy-givenchy-organza-edp-100ml-for-women-a-floral-woody-fragrance-with-nutmeg-gardenia-tuberose-jasmine-vanilla-amber-and-cedar,buy-givenchy-organza-edp-100ml-for-women-a-floral-woody-fragrance-with-nutmeg-gardenia-tuberose-jasmine-vanilla-amber-and-cedar,"Buy Givenchy Organza EDP 100ML for Women. A floral woody fragrance with nutmeg, gardenia, tuberose, jasmine, vanilla, amber and cedar.",/collections/all,none,yes,/collections/all,yes,,gid://shopify/Collection/309421736049
/collections/buy-givenchy-pi-edt-100ml-for-men-a-warm-aromatic-fragrance-with-tarragon-rosemary-basil-jasmine-almond-vanilla-tonka-bean-and-benzoin,buy-givenchy-pi-edt-100ml-for-men-a-warm-aromatic-fragrance-with-tarragon-rosemary-basil-jasmine-almond-vanilla-tonka-bean-and-benzoin,"Buy Givenchy Pi EDT 100ML for Men. A warm aromatic fragrance with tarragon, rosemary, basil, jasmine, almond, vanilla, tonka bean and benzoin.",/collections/all,none,yes,/collections/all,yes,,gid://shopify/Collection/309423505521
/collections/buy-guerlain-epices-exquises-edp-125ml-a-sophisticated-unisex-fragrance-with-cardamom-black-pepper-incense-neroli-oud-sandalwood-and-patchouli,buy-guerlain-epices-exquises-edp-125ml-a-sophisticated-unisex-fragrance-with-cardamom-black-pepper-incense-neroli-oud-sandalwood-and-patchouli,"Buy Guerlain Épices Exquises EDP 125ML. A sophisticated unisex fragrance with cardamom, black pepper, incense, neroli, oud, sandalwood and patchouli.",/collections/all,none,yes,/collections/all,yes,,gid://shopify/Collection/309430419569
/collections/buy-guerlain-mon-guerlain-edp-100ml-for-women-a-floral-vanilla-fragrance-with-lavender-bergamot-iris-jasmine-tahitian-vanilla-sandalwood-and-patchouli,buy-guerlain-mon-guerlain-edp-100ml-for-women-a-floral-vanilla-fragrance-with-lavender-bergamot-iris-jasmine-tahitian-vanilla-sandalwood-and-patchouli,"Buy Guerlain Mon Guerlain EDP 100ML for Women. A floral vanilla fragrance with lavender, bergamot, iris, jasmine, Tahitian vanilla, sandalwood and patchouli.",/collections/all,none,yes,/collections/all,yes,,gid://shopify/Collection/309430780017
/collections/buy-guerlain-mon-guerlain-intense-edp-100ml-for-women-a-floral-vanilla-fragrance-with-bergamot-mandarin-lavender-jasmine-vanilla-musk-and-sandalwood,buy-guerlain-mon-guerlain-intense-edp-100ml-for-women-a-floral-vanilla-fragrance-with-bergamot-mandarin-lavender-jasmine-vanilla-musk-and-sandalwood,"Buy Guerlain Mon Guerlain Intense EDP 100ML for Women. A floral vanilla fragrance with bergamot, mandarin, lavender, jasmine, vanilla, musk and sandalwood.",/collections/all,none,yes,/collections/all,yes,,gid://shopify/Collection/309431206001
/collections/buy-khadlaj-shiyaaka-sky-edp-100ml-with-bergamot-neroli-musk-ambroxan-vetiver-and-sandalwood-for-a-fresh-elegant-fragrance,buy-khadlaj-shiyaaka-sky-edp-100ml-with-bergamot-neroli-musk-ambroxan-vetiver-and-sandalwood-for-a-fresh-elegant-fragrance,"Buy Khadlaj Shiyaaka Sky EDP 100ML with bergamot, neroli, musk, ambroxan, vetiver and sandalwood for a fresh, elegant fragrance",/collections/all,none,yes,/collections/all,yes,,gid://shopify/Collection/310180577393
/collections/buy-tubbees-lemon-a-licious-perfume-online-in-uae,buy-tubbees-lemon-a-licious-perfume-online-in-uae,Buy Tubbees Lemon A Licious Perfume Online in UAE,/collections/all,none,yes,/collections/all,yes,,gid://shopify/Collection/310552199281
/collections/calvin-klein-perfumes,calvin-klein-perfumes,Calvin Klein Perfumes Collection | Buy Original Calvin Klein Fragrances Online at Fragrance Secrets,/collections/calvin-klein,renamed,yes,/collections/calvin-klein,yes,,gid://shopify/Collection/293508218993
/collections/cavalier-collection-where-bold-scents-meet-refined-elegance-discover-your-signature-scent,cavalier-collection-where-bold-scents-meet-refined-elegance-discover-your-signature-scent,Cavalier Collection: Where Bold Scents Meet Refined Elegance – Discover Your Signature Scent.,/collections/all,none,yes,/collections/all,yes,,gid://shopify/Collection/310381248625
/collections/chanel-perfumes-luxury-chanel-fragrance-collection-uae,chanel-perfumes-luxury-chanel-fragrance-collection-uae,Chanel Perfumes – Luxury Chanel Fragrance Collection UAE,/collections/chanel,renamed,yes,/collections/chanel,yes,,gid://shopify/Collection/300039536753
/collections/channel,channel,Chanel – Iconic French Elegance in Fragrance,/collections/chanel,mapped,yes,/collections/chanel,yes,,gid://shopify/Collection/286166909041
/collections/cosmopolitan-collection-sophisticated-scents-for-the-modern-individual,cosmopolitan-collection-sophisticated-scents-for-the-modern-individual,Cosmopolitan Collection: Sophisticated Scents for the Modern Individual.,/collections/all,none,yes,/collections/all,yes,,gid://shopify/Collection/310381510769
/collections/cristiano-ronaldo-perfumes,cristiano-ronaldo-perfumes,Cristiano Ronaldo Perfumes Collection | Buy Original Cristiano Ronaldo Fragrances Online at Fragrance Secrets,/collections/cristiano-ronaldo,renamed,yes,/collections/cristiano-ronaldo,yes,,gid://shopify/Collection/298556981361
/collections/davidoff-perfumes,davidoff-perfumes,Davidoff Perfumes Collection | Buy Authentic Davidoff Fragrances Online at Fragrance Secrets,/collections/davidoff,renamed,yes,/collections/davidoff,yes,,gid://shopify/Collection/292503683185
/collections/dior-perfumes,dior-perfumes,Dior Perfumes Collection | Buy Original Dior Fragrances Online at Fragrance Secrets,/collections/dior,renamed,yes,/collections/dior,yes,,gid://shopify/Collection/297739419761
/collections/discover-assaf-perfumes-at-fragrance-secrets-featuring-distinctive-fragrances-for-men-women-and-unisex-wear-explore-assaf-s-collections-signature-scents-and-bestselling-perfumes-with-captivating-aromas-and-lasting-presence,discover-assaf-perfumes-at-fragrance-secrets-featuring-distinctive-fragrances-for-men-women-and-unisex-wear-explore-assaf-s-collections-signature-scents-and-bestselling-perfumes-with-captivating-aromas-and-lasting-presence,"Discover Assaf Perfumes at Fragrance Secrets, featuring distinctive fragrances for men, women and unisex wear. Explore Assaf’s collections, signature scents and bestselling perfumes with captivating aromas and lasting presence",/collections/all,none,yes,/collections/all,yes,,gid://shopify/Collection/310373187697
/collections/dolce-and-gabbana-perfumes,dolce-and-gabbana-perfumes,Dolce & Gabbana Perfumes Collection | Buy Authentic Dolce & Gabbana Fragrances Online at Fragrance Secrets,/collections/dolce-and-gabbana,renamed,yes,/collections/dolce-and-gabbana,yes,,gid://shopify/Collection/292503748721
/collections/eid-sale-perfumes-exclusive-eid-offers-on-luxury-fragrances-uae,eid-sale-perfumes-exclusive-eid-offers-on-luxury-fragrances-uae,Eid Sale Perfumes | Exclusive Eid Offers on Luxury Fragrances UAE,/collections/crazy-deals,mapped,yes,/collections/crazy-deals,yes,,gid://shopify/Collection/301209092209
/collections/elan-dor-perfumes-collection-buy-original-elan-dor-fragrances-online-uae,elan-dor-perfumes-collection-buy-original-elan-dor-fragrances-online-uae,Elan Dor Perfumes Collection | Buy Original Elan Dor Fragrances Online UAE,/collections/elan-dor,renamed,yes,/collections/elan-dor,yes,,gid://shopify/Collection/299901321329
